0.069726225,0.770856844,4.0
0.996798625,0.333124593,9.0
0.061745581,0.91858011,7.0
0.998464327,0.344120637,6.0
0.982904673,0.399425372,4.0
0.912987516,0.467278632,5.0
0.062295835,0.858456602,9.0
0.062140165,0.778561788,5.0
0.743732125,0.557490715,5.0
0.179178946,0.89605491,1.0
0.622120867,0.667853017,1.0
0.319974626,0.912538321,1.0
0.985128178,0.358251491,5.0
0.14211315,0.818579673,1.0
0.517815019,0.620827723,1.0
0.143568647,0.944430037,1.0
0.200093862,0.701589221,1.0
0.999697251,0.214295312,8.0
0.847777731,0.51355671,8.0
0.061265326,0.874539015,6.0
0.596675826,0.602010976,2.0
0.154914858,0.707465295,1.0
0.972420143,0.397284461,2.0
0.537687865,0.632886898,1.0
0.997060508,0.351327744,1.0
0.626256649,0.632469961,1.0
0.682501393,0.618992939,1.0
0.234077871,0.876962882,2.0
0.848415786,0.51712382,9.0
0.259142863,0.732083622,1.0
0.51768071,0.603564534,1.0
0.939201139,0.448235179,5.0
0.552939204,0.614019312,1.0
0.491535217,0.664855125,1.0
0.821895684,0.529734267,8.0
0.129530274,0.732428855,1.0
0.372425271,0.989243665,1.0
0.166980562,0.772669793,2.0
0.846451382,0.517713352,9.0
0.750800093,0.568819818,2.0
0.098770356,0.901417195,1.0
0.352256013,0.749777623,2.0
0.115540057,1.0,2.0
0.841311893,0.52493826,4.0
0.827514775,0.527375411,2.0
0.238313186,0.795836141,1.0
0.122260408,0.867891638,2.0
0.998989746,0.279448293,9.0
0.462476443,0.690013076,2.0
0.985705487,0.330321063,3.0
0.235557067,0.758641153,2.0
0.678805209,0.59404844,2.0
0.108445639,0.924607554,1.0
0.858802818,0.5130178,6.0
0.391076305,0.718172511,1.0
0.971134386,0.397174248,2.0
0.698455552,0.574911938,3.0
0.384894104,0.663997084,2.0
0.787976538,0.562567134,2.0
0.187985871,0.727546431,1.0
0.782439416,0.536048175,3.0
0.999599054,0.163750744,3.0
0.235590032,0.943971257,2.0
0.465354026,0.917141957,1.0
0.913481196,0.474273661,8.0
0.950517021,0.427422082,4.0
0.923643515,0.457005833,1.0
0.478173114,0.621951223,2.0
0.977515617,0.419316923,4.0
0.611802362,0.655476007,1.0
0.413048823,0.636633702,1.0
0.335831746,0.716392306,1.0
0.999590612,0.275412284,9.0
0.889140964,0.489744605,2.0
0.690875563,0.572850309,1.0
0.231987929,0.666155344,2.0
0.986008737,0.367079076,2.0
0.393108755,0.738200617,1.0
0.982102353,0.388665787,6.0
0.151622799,0.85920733,1.0
0.994666801,0.342033496,7.0
0.336684745,0.948654933,3.0
0.196782669,0.997130827,1.0
0.771280049,0.541873332,3.0
0.125534946,0.749606289,4.0
0.062443622,0.956364334,5.0
0.832557051,0.524419719,6.0
0.388472659,0.687575908,1.0
0.966364952,0.446870417,2.0
0.234807688,0.753352454,2.0
0.317567872,0.695432493,2.0
0.131162185,0.692147403,1.0
0.061200595,0.855361586,9.0
0.320404821,0.984090247,1.0
0.306935397,0.928791457,1.0
0.65127151,0.620891513,2.0
0.517794195,0.651132174,1.0
0.894534438,0.490969225,10.0
0.722140287,0.553229554,1.0
0.158157873,0.831646149,1.0
0.615640095,0.639084079,1.0
0.263817764,0.98950888,1.0
0.834901469,0.519110854,5.0
0.96748603,0.433484494,4.0
0.065010768,1.0,18.0
0.099123946,0.97569065,1.0
0.071309118,0.819174556,3.0
0.404421112,0.974420388,1.0
0.324322867,0.687652721,1.0
0.064814495,0.883780546,6.0
0.826495397,0.537106631,1.0
0.192447929,0.920412462,1.0
0.1687619,0.778732352,2.0
0.855660316,0.507976283,11.0
0.276511743,0.988039483,1.0
0.994310842,0.391148218,3.0
0.464584707,0.655625466,2.0
0.196012594,0.748588465,2.0
0.929188432,0.423101071,1.0
0.069845989,0.857784644,3.0
0.619332818,0.602403301,4.0
0.073416219,0.833094584,4.0
0.308401407,0.735874956,1.0
0.355341152,0.682590013,2.0
0.504892933,0.628346674,1.0
0.155834153,0.862112703,1.0
0.062899817,0.732028663,1.0
0.980961303,0.363672154,2.0
0.297625473,0.728344659,2.0
0.56697915,0.596174958,2.0
0.423617883,0.701005092,1.0
0.996911814,0.331503452,9.0
0.775973018,0.540544067,3.0
0.08983015,0.767997181,1.0
0.441212712,0.65387454,1.0
0.189828562,0.917463224,1.0
0.081760839,0.873791282,5.0
0.061297942,0.976323835,4.0
0.077963319,0.99920711,3.0
0.32572973,0.807844811,1.0
0.097077222,0.9169166,2.0
0.243294202,0.75624942,2.0
0.062723731,0.886061259,7.0
0.452629073,0.669548608,6.0
0.9800064,0.406302026,5.0
0.081104967,0.871537207,5.0
0.100338065,0.89236915,1.0
0.897852508,0.483554825,13.0
0.148620822,0.94831467,1.0
0.083132093,0.755983706,1.0
0.293074981,0.661953604,1.0
0.502854751,0.672283709,1.0
0.506884363,0.618798607,2.0
0.543888738,0.627150752,2.0
0.133398139,0.798698529,1.0
0.075229999,0.859103843,3.0
0.067798939,0.771461544,4.0
0.135411387,0.900463879,1.0
0.653907114,0.989703594,1.0
0.969006723,0.425981279,4.0
0.999993956,0.111620472,6.0
0.994169825,0.352697472,5.0
0.310190751,0.688787678,1.0
0.984439702,0.320613474,1.0
0.884861244,0.495042971,16.0
0.274361248,0.762098333,2.0
0.062131849,0.92195301,7.0
0.133673581,0.91219204,1.0
0.064245898,0.853381639,11.0
0.913508567,0.474416191,8.0
0.70379564,0.579340774,6.0
0.540317562,0.639046653,1.0
0.308523879,0.622426185,1.0
0.96903353,0.404412134,7.0
0.071854148,0.935783727,3.0
0.412847652,0.695914859,1.0
0.789024319,0.532413556,3.0
0.986737357,0.378358106,8.0
0.146322164,0.860022993,1.0
0.102800464,0.901194986,3.0
0.76685986,0.560936701,1.0
0.823860668,0.520148423,5.0
0.236931931,0.687374168,1.0
0.061419849,0.765145324,6.0
0.301619284,0.704749123,3.0
0.062663276,0.804915213,6.0
0.884354108,0.49196274,7.0
0.933410776,0.455017473,4.0
