"G_Pilot_True",5016,24
"G_Pilot_False",35,6
"G_Not_Sure",4817,102
"CP_Pilot_True",4581,21
"CP_Pilot_False",133,27
"CP_Not_Sure",5154,84
"design",12,0.02
"G_Pilot_True",5015,11
"G_Pilot_False",36,4
"G_Not_Sure",4875,59
"CP_Pilot_True",4391,5
"CP_Pilot_False",174,9
"CP_Not_Sure",5361,60
"design",14,0.02
"G_Pilot_True",7456,2
"G_Pilot_False",22,1
"G_Not_Sure",2513,6
"CP_Pilot_True",5768,2
"CP_Pilot_False",139,4
"CP_Not_Sure",4084,3
"design",16,0.02
"G_Pilot_True",7481,0
"G_Pilot_False",16,1
"G_Not_Sure",2496,6
"CP_Pilot_True",5791,0
"CP_Pilot_False",129,5
"CP_Not_Sure",4073,2
"design",16,0.02
"G_Pilot_True",8822,0
"G_Pilot_False",10,0
"G_Not_Sure",1167,1
"CP_Pilot_True",6100,0
"CP_Pilot_False",131,1
"CP_Not_Sure",3768,0
"design",20,0.02
"G_Pilot_True",1597,230
"G_Pilot_False",38,92
"G_Not_Sure",5869,2174
"CP_Pilot_True",2082,312
"CP_Pilot_False",48,158
"CP_Not_Sure",5374,2026
"design",12,0.04
"G_Pilot_True",1656,173
"G_Pilot_False",68,63
"G_Not_Sure",6472,1568
"CP_Pilot_True",2059,224
"CP_Pilot_False",96,124
"CP_Not_Sure",6041,1456
"design",14,0.04
"G_Pilot_True",3125,69
"G_Pilot_False",53,20
"G_Not_Sure",6188,545
"CP_Pilot_True",3620,89
"CP_Pilot_False",103,61
"CP_Not_Sure",5643,484
"design",16,0.04
"G_Pilot_True",3125,64
"G_Pilot_False",60,33
"G_Not_Sure",6175,543
"CP_Pilot_True",3646,82
"CP_Pilot_False",117,76
"CP_Not_Sure",5597,482
"design",16,0.04
"G_Pilot_True",4769,28
"G_Pilot_False",34,7
"G_Not_Sure",5048,114
"CP_Pilot_True",4653,25
"CP_Pilot_False",118,17
"CP_Not_Sure",5080,107
"design",20,0.04
"G_Pilot_True",591,274
"G_Pilot_False",38,163
"G_Not_Sure",3890,5044
"CP_Pilot_True",1015,535
"CP_Pilot_False",38,223
"CP_Not_Sure",3466,4723
"design",12,0.06
"G_Pilot_True",643,257
"G_Pilot_False",66,139
"G_Not_Sure",4711,4184
"CP_Pilot_True",958,419
"CP_Pilot_False",75,217
"CP_Not_Sure",4387,3944
"design",14,0.06
"G_Pilot_True",1297,162
"G_Pilot_False",64,69
"G_Not_Sure",6287,2121
"CP_Pilot_True",1977,276
"CP_Pilot_False",84,121
"CP_Not_Sure",5587,1955
"design",16,0.06
"G_Pilot_True",1338,160
"G_Pilot_False",53,98
"G_Not_Sure",6254,2097
"CP_Pilot_True",2096,277
"CP_Pilot_False",71,144
"CP_Not_Sure",5478,1934
"design",16,0.06
"G_Pilot_True",2375,76
"G_Pilot_False",49,34
"G_Not_Sure",6613,853
"CP_Pilot_True",3177,123
"CP_Pilot_False",81,70
"CP_Not_Sure",5779,770
"design",20,0.06
"G_Pilot_True",562,179
"G_Pilot_False",45,142
"G_Not_Sure",5013,4059
"CP_Pilot_True",1141,476
"CP_Pilot_False",52,192
"CP_Not_Sure",4427,3712
"design",16,0.08
"G_Pilot_True",580,147
"G_Pilot_False",57,122
"G_Not_Sure",5653,3441
"CP_Pilot_True",1124,322
"CP_Pilot_False",68,179
"CP_Not_Sure",5098,3209
"design",18,0.08
"G_Pilot_True",1126,136
"G_Pilot_False",59,95
"G_Not_Sure",6489,2095
"CP_Pilot_True",2041,277
"CP_Pilot_False",75,132
"CP_Not_Sure",5558,1917
"design",20,0.08
"G_Pilot_True",1132,120
"G_Pilot_False",53,83
"G_Not_Sure",6821,1791
"CP_Pilot_True",1941,220
"CP_Pilot_False",89,147
"CP_Not_Sure",5976,1627
"design",22,0.08
"G_Pilot_True",1777,83
"G_Pilot_False",62,48
"G_Not_Sure",7092,938
"CP_Pilot_True",2647,143
"CP_Pilot_False",105,92
"CP_Not_Sure",6179,834
"design",26,0.08
"G_Pilot_True",511,130
"G_Pilot_False",45,126
"G_Not_Sure",5561,3627
"CP_Pilot_True",1226,350
"CP_Pilot_False",46,170
"CP_Not_Sure",4845,3363
"design",20,0.1
"G_Pilot_True",531,140
"G_Pilot_False",56,129
"G_Not_Sure",6032,3112
"CP_Pilot_True",1203,325
"CP_Pilot_False",65,173
"CP_Not_Sure",5351,2883
"design",22,0.1
"G_Pilot_True",940,131
"G_Pilot_False",58,81
"G_Not_Sure",6917,1873
"CP_Pilot_True",1873,257
"CP_Pilot_False",78,131
"CP_Not_Sure",5964,1697
"design",26,0.1
"G_Pilot_True",1554,100
"G_Pilot_False",53,52
"G_Not_Sure",6907,1334
"CP_Pilot_True",2689,207
"CP_Pilot_False",78,79
"CP_Not_Sure",5747,1200
"design",28,0.1
"G_Pilot_True",2163,77
"G_Pilot_False",63,27
"G_Not_Sure",6962,708
"CP_Pilot_True",3055,135
"CP_Pilot_False",109,56
"CP_Not_Sure",6024,621
"design",34,0.1
"G_Pilot_True",255,117
"G_Pilot_False",47,149
"G_Not_Sure",4979,4453
"CP_Pilot_True",773,346
"CP_Pilot_False",53,195
