"G_Pilot_True",5,99
"G_Pilot_False",8,1187
"G_Not_Sure",173,8528
"CP_Pilot_True",11,185
"CP_Pilot_False",9,2122
"CP_Not_Sure",166,7507
"design",26,0.12
"G_Pilot_True",12,107
"G_Pilot_False",6,1456
"G_Not_Sure",277,8142
"CP_Pilot_True",19,221
"CP_Pilot_False",9,2402
"CP_Not_Sure",267,7082
"design",30,0.12
"G_Pilot_True",22,125
"G_Pilot_False",7,1664
"G_Not_Sure",345,7837
"CP_Pilot_True",48,274
"CP_Pilot_False",11,2644
"CP_Not_Sure",315,6708
"design",34,0.12
"G_Pilot_True",12,150
"G_Pilot_False",10,1552
"G_Not_Sure",317,7959
"CP_Pilot_True",32,282
"CP_Pilot_False",17,2669
"CP_Not_Sure",290,6710
"design",38,0.12
"G_Pilot_True",21,161
"G_Pilot_False",14,1718
"G_Not_Sure",337,7749
"CP_Pilot_True",50,306
"CP_Pilot_False",22,3103
"CP_Not_Sure",300,6219
"design",46,0.12
"G_Pilot_True",9,53
"G_Pilot_False",4,1403
"G_Not_Sure",325,8206
"CP_Pilot_True",26,173
"CP_Pilot_False",8,2265
"CP_Not_Sure",304,7224
"design",38,0.16
"G_Pilot_True",10,96
"G_Pilot_False",6,1561
"G_Not_Sure",374,7953
"CP_Pilot_True",23,235
"CP_Pilot_False",10,2410
"CP_Not_Sure",357,6965
"design",42,0.16
"G_Pilot_True",16,100
"G_Pilot_False",11,1708
"G_Not_Sure",405,7760
"CP_Pilot_True",41,261
"CP_Pilot_False",22,2705
"CP_Not_Sure",369,6602
"design",50,0.16
"G_Pilot_True",22,132
"G_Pilot_False",10,1768
"G_Not_Sure",360,7708
"CP_Pilot_True",50,315
"CP_Pilot_False",14,2852
"CP_Not_Sure",328,6441
"design",54,0.16
"G_Pilot_True",33,160
"G_Pilot_False",7,1962
"G_Not_Sure",377,7461
"CP_Pilot_True",60,335
"CP_Pilot_False",25,3433
"CP_Not_Sure",332,5815
"design",66,0.16
"G_Pilot_True",4,36
"G_Pilot_False",8,1357
"G_Not_Sure",386,8209
"CP_Pilot_True",21,147
"CP_Pilot_False",11,2034
"CP_Not_Sure",366,7421
"design",44,0.2
"G_Pilot_True",10,50
"G_Pilot_False",7,1507
"G_Not_Sure",378,8048
"CP_Pilot_True",28,213
"CP_Pilot_False",17,2293
"CP_Not_Sure",350,7099
"design",50,0.2
"G_Pilot_True",18,65
"G_Pilot_False",5,1643
"G_Not_Sure",378,7891
"CP_Pilot_True",40,242
"CP_Pilot_False",10,2527
"CP_Not_Sure",351,6830
"design",58,0.2
"G_Pilot_True",14,90
"G_Pilot_False",3,1734
"G_Not_Sure",390,7769
"CP_Pilot_True",34,282
"CP_Pilot_False",15,2785
"CP_Not_Sure",358,6526
"design",64,0.2
"G_Pilot_True",31,179
"G_Pilot_False",9,1985
"G_Not_Sure",406,7390
"CP_Pilot_True",66,387
"CP_Pilot_False",21,3209
"CP_Not_Sure",359,5958
"design",78,0.2
"G_Pilot_True",9,34
"G_Pilot_False",9,1472
"G_Not_Sure",419,8057
"CP_Pilot_True",30,180
"CP_Pilot_False",14,2055
"CP_Not_Sure",393,7328
"design",54,0.24
"G_Pilot_True",6,55
"G_Pilot_False",2,1599
"G_Not_Sure",417,7921
"CP_Pilot_True",32,228
"CP_Pilot_False",6,2344
"CP_Not_Sure",387,7003
"design",60,0.24
"G_Pilot_True",11,53
"G_Pilot_False",11,1740
"G_Not_Sure",423,7762
"CP_Pilot_True",43,245
"CP_Pilot_False",14,2590
"CP_Not_Sure",388,6720
"design",70,0.24
"G_Pilot_True",8,81
"G_Pilot_False",6,1755
"G_Not_Sure",406,7744
"CP_Pilot_True",40,304
"CP_Pilot_False",12,2709
"CP_Not_Sure",368,6567
"design",76,0.24
"G_Pilot_True",27,164
"G_Pilot_False",7,2051
"G_Not_Sure",426,7325
"CP_Pilot_True",64,364
"CP_Pilot_False",24,3310
"CP_Not_Sure",372,5866
"design",94,0.24
"G_Pilot_True",4,23
"G_Pilot_False",2,1547
"G_Not_Sure",402,8022
"CP_Pilot_True",16,170
"CP_Pilot_False",8,2145
"CP_Not_Sure",384,7277
"design",62,0.28
"G_Pilot_True",4,28
"G_Pilot_False",5,1619
"G_Not_Sure",400,7944
"CP_Pilot_True",27,179
"CP_Pilot_False",7,2313
"CP_Not_Sure",375,7099
"design",70,0.28
"G_Pilot_True",11,55
"G_Pilot_False",8,1777
"G_Not_Sure",409,7740
"CP_Pilot_True",40,258
"CP_Pilot_False",11,2638
"CP_Not_Sure",377,6676
"design",82,0.28
"G_Pilot_True",12,72
"G_Pilot_False",12,1862
"G_Not_Sure",427,7615
"CP_Pilot_True",53,319
"CP_Pilot_False",21,2850
"CP_Not_Sure",377,6380
"design",90,0.28
"G_Pilot_True",26,152
"G_Pilot_False",11,2054
"G_Not_Sure",389,7368
"CP_Pilot_True",59,375
"CP_Pilot_False",25,3397
"CP_Not_Sure",342,5802
"design",110,0.28
"G_Pilot_True",11,46
"G_Pilot_False",13,1750
"G_Not_Sure",429,7751
"CP_Pilot_True",39,243
"CP_Pilot_False",20,2573
