"G_Pilot_True",68,424
"G_Pilot_False",10,2996
"G_Not_Sure",173,6329
"CP_Pilot_True",34,157
"CP_Pilot_False",23,6111
"CP_Not_Sure",194,3481
"design",12,0.02
"G_Pilot_True",83,428
"G_Pilot_False",11,3103
"G_Not_Sure",157,6218
"CP_Pilot_True",45,141
"CP_Pilot_False",28,6406
"CP_Not_Sure",178,3202
"design",14,0.02
"G_Pilot_True",90,411
"G_Pilot_False",13,4061
"G_Not_Sure",207,5218
"CP_Pilot_True",37,77
"CP_Pilot_False",67,7498
"CP_Not_Sure",206,2115
"design",16,0.02
"G_Pilot_True",110,420
"G_Pilot_False",25,3995
"G_Not_Sure",212,5238
"CP_Pilot_True",26,71
"CP_Pilot_False",80,7432
"CP_Not_Sure",241,2150
"design",16,0.02
"G_Pilot_True",109,439
"G_Pilot_False",38,4757
"G_Not_Sure",193,4464
"CP_Pilot_True",16,22
"CP_Pilot_False",140,8354
"CP_Not_Sure",184,1284
"design",20,0.02
"G_Pilot_True",61,317
"G_Pilot_False",3,2014
"G_Not_Sure",154,7451
"CP_Pilot_True",64,383
"CP_Pilot_False",5,3293
"CP_Not_Sure",149,6106
"design",12,0.04
"G_Pilot_True",53,371
"G_Pilot_False",5,2011
"G_Not_Sure",167,7393
"CP_Pilot_True",57,378
"CP_Pilot_False",5,3560
"CP_Not_Sure",163,5837
"design",14,0.04
"G_Pilot_True",81,351
"G_Pilot_False",7,2528
"G_Not_Sure",214,6819
"CP_Pilot_True",86,327
"CP_Pilot_False",9,4249
"CP_Not_Sure",207,5122
"design",16,0.04
"G_Pilot_True",89,378
"G_Pilot_False",8,2636
"G_Not_Sure",217,6672
"CP_Pilot_True",87,354
"CP_Pilot_False",15,4270
"CP_Not_Sure",212,5062
"design",16,0.04
"G_Pilot_True",119,363
"G_Pilot_False",9,3142
"G_Not_Sure",256,6111
"CP_Pilot_True",93,253
"CP_Pilot_False",22,5237
"CP_Not_Sure",269,4126
"design",20,0.04
"G_Pilot_True",39,238
"G_Pilot_False",1,1614
"G_Not_Sure",211,7897
"CP_Pilot_True",62,431
"CP_Pilot_False",1,2384
"CP_Not_Sure",188,6934
"design",12,0.06
"G_Pilot_True",33,255
"G_Pilot_False",4,1632
"G_Not_Sure",216,7860
"CP_Pilot_True",52,391
"CP_Pilot_False",4,2538
"CP_Not_Sure",197,6818
"design",14,0.06
"G_Pilot_True",50,283
"G_Pilot_False",7,2103
"G_Not_Sure",251,7306
"CP_Pilot_True",81,434
"CP_Pilot_False",7,3011
"CP_Not_Sure",220,6247
"design",16,0.06
"G_Pilot_True",51,297
"G_Pilot_False",3,2069
"G_Not_Sure",249,7331
"CP_Pilot_True",82,458
"CP_Pilot_False",4,3014
"CP_Not_Sure",217,6225
"design",16,0.06
"G_Pilot_True",102,348
"G_Pilot_False",12,2331
"G_Not_Sure",256,6951
"CP_Pilot_True",113,417
"CP_Pilot_False",14,3469
"CP_Not_Sure",243,5744
"design",20,0.06
"G_Pilot_True",43,206
"G_Pilot_False",4,1732
"G_Not_Sure",285,7730
"CP_Pilot_True",75,431
"CP_Pilot_False",4,2270
"CP_Not_Sure",253,6967
"design",16,0.08
"G_Pilot_True",25,213
"G_Pilot_False",7,1720
"G_Not_Sure",254,7781
"CP_Pilot_True",46,423
"CP_Pilot_False",8,2443
"CP_Not_Sure",232,6848
"design",18,0.08
"G_Pilot_True",65,284
"G_Pilot_False",5,1952
"G_Not_Sure",287,7407
"CP_Pilot_True",104,475
"CP_Pilot_False",6,2703
"CP_Not_Sure",247,6465
"design",20,0.08
"G_Pilot_True",47,270
"G_Pilot_False",5,1951
"G_Not_Sure",300,7427
"CP_Pilot_True",82,454
"CP_Pilot_False",5,2777
"CP_Not_Sure",265,6417
"design",22,0.08
"G_Pilot_True",88,318
"G_Pilot_False",5,2299
"G_Not_Sure",326,6964
"CP_Pilot_True",111,438
"CP_Pilot_False",7,3310
"CP_Not_Sure",301,5833
"design",26,0.08
"G_Pilot_True",28,169
"G_Pilot_False",2,1813
"G_Not_Sure",312,7676
"CP_Pilot_True",74,421
"CP_Pilot_False",2,2326
"CP_Not_Sure",266,6911
"design",20,0.1
"G_Pilot_True",27,164
"G_Pilot_False",3,1798
"G_Not_Sure",328,7680
"CP_Pilot_True",57,415
"CP_Pilot_False",3,2390
"CP_Not_Sure",298,6837
"design",22,0.1
"G_Pilot_True",59,221
"G_Pilot_False",3,2026
"G_Not_Sure",336,7355
"CP_Pilot_True",112,463
"CP_Pilot_False",3,2710
"CP_Not_Sure",283,6429
"design",26,0.1
"G_Pilot_True",82,255
"G_Pilot_False",6,2266
"G_Not_Sure",306,7085
"CP_Pilot_True",129,436
"CP_Pilot_False",10,3003
"CP_Not_Sure",255,6167
"design",28,0.1
"G_Pilot_True",77,294
"G_Pilot_False",7,2448
"G_Not_Sure",318,6856
"CP_Pilot_True",104,413
"CP_Pilot_False",11,3432
"CP_Not_Sure",287,5753
"design",34,0.1
"G_Pilot_True",24,116
"G_Pilot_False",4,1633
"G_Not_Sure",335,7888
"CP_Pilot_True",54,367
"CP_Pilot_False",4,2058
"CP_Not_Sure",305,7212
"design",22,0.12
"G_Pilot_True",28,150
"G_Pilot_False",9,1792
"G_Not_Sure",334,7687
"CP_Pilot_True",63,414
"CP_Pilot_False",9,2326
"CP_Not_Sure",299,6889
"design",26,0.12
"G_Pilot_True",43,199
"G_Pilot_False",4,2032
"G_Not_Sure",376,7346
"CP_Pilot_True",101,462
"CP_Pilot_False",5,2579
"CP_Not_Sure",317,6536
"design",30,0.12
"G_Pilot_True",65,238
"G_Pilot_False",5,2207
"G_Not_Sure",340,7145
"CP_Pilot_True",122,482
"CP_Pilot_False",8,2854
"CP_Not_Sure",280,6254
"design",32,0.12
"G_Pilot_True",94,297
"G_Pilot_False",7,2590
"G_Not_Sure",378,6634
"CP_Pilot_True",115,398
"CP_Pilot_False",12,3463
"CP_Not_Sure",352,5660
"design",40,0.12
