"G_Pilot_True",1475,667
"G_Pilot_False",87,727
"G_Not_Sure",2626,4418
"CP_Pilot_True",1085,420
"CP_Pilot_False",243,1935
"CP_Not_Sure",2860,3457
"design",12,0.02
"G_Pilot_True",1561,614
"G_Pilot_False",116,621
"G_Not_Sure",2932,4156
"CP_Pilot_True",1064,339
"CP_Pilot_False",386,1906
"CP_Not_Sure",3159,3146
"design",14,0.02
"G_Pilot_True",2430,502
"G_Pilot_False",198,660
"G_Not_Sure",3366,2844
"CP_Pilot_True",1155,160
"CP_Pilot_False",914,1964
"CP_Not_Sure",3925,1882
"design",16,0.02
"G_Pilot_True",2446,480
"G_Pilot_False",204,663
"G_Not_Sure",3327,2880
"CP_Pilot_True",1209,166
"CP_Pilot_False",937,1991
"CP_Not_Sure",3831,1866
"design",16,0.02
"G_Pilot_True",3232,377
"G_Pilot_False",320,567
"G_Not_Sure",3582,1922
"CP_Pilot_True",963,45
"CP_Pilot_False",1834,1815
"CP_Not_Sure",4337,1006
"design",20,0.02
"G_Pilot_True",535,542
"G_Pilot_False",26,691
"G_Not_Sure",1806,6400
"CP_Pilot_True",676,686
"CP_Pilot_False",32,1200
"CP_Not_Sure",1659,5747
"design",12,0.04
"G_Pilot_True",521,554
"G_Pilot_False",30,691
"G_Not_Sure",1978,6226
"CP_Pilot_True",604,637
"CP_Pilot_False",44,1277
"CP_Not_Sure",1881,5557
"design",14,0.04
"G_Pilot_True",1053,573
"G_Pilot_False",73,737
"G_Not_Sure",2507,5057
"CP_Pilot_True",1139,610
"CP_Pilot_False",104,1356
"CP_Not_Sure",2390,4401
"design",16,0.04
"G_Pilot_True",1043,621
"G_Pilot_False",53,687
"G_Not_Sure",2525,5071
"CP_Pilot_True",1123,628
"CP_Pilot_False",87,1342
"CP_Not_Sure",2411,4409
"design",16,0.04
"G_Pilot_True",1589,538
"G_Pilot_False",95,688
"G_Not_Sure",2836,4254
"CP_Pilot_True",1431,434
"CP_Pilot_False",226,1516
"CP_Not_Sure",2863,3530
"design",20,0.04
"G_Pilot_True",222,351
"G_Pilot_False",18,666
"G_Not_Sure",1357,7386
"CP_Pilot_True",354,625
"CP_Pilot_False",18,949
"CP_Not_Sure",1225,6829
"design",12,0.06
"G_Pilot_True",214,376
"G_Pilot_False",27,631
"G_Not_Sure",1503,7249
"CP_Pilot_True",349,582
"CP_Pilot_False",27,989
"CP_Not_Sure",1368,6685
"design",14,0.06
"G_Pilot_True",470,433
"G_Pilot_False",30,688
"G_Not_Sure",2079,6300
"CP_Pilot_True",691,700
"CP_Pilot_False",33,1032
"CP_Not_Sure",1855,5689
"design",16,0.06
