"G_Pilot_True",33,129
"G_Pilot_False",29,613
"G_Not_Sure",1197,7999
"CP_Pilot_True",69,220
"CP_Pilot_False",42,1139
"CP_Not_Sure",1148,7382
"design",26,0.12
"G_Pilot_True",80,138
"G_Pilot_False",38,635
"G_Not_Sure",1924,7185
"CP_Pilot_True",139,281
"CP_Pilot_False",70,1092
"CP_Not_Sure",1833,6585
"design",30,0.12
"G_Pilot_True",113,146
"G_Pilot_False",50,674
"G_Not_Sure",2483,6534
"CP_Pilot_True",239,339
"CP_Pilot_False",77,1148
"CP_Not_Sure",2330,5867
"design",34,0.12
"G_Pilot_True",141,168
"G_Pilot_False",60,600
"G_Not_Sure",2581,6450
"CP_Pilot_True",257,313
"CP_Pilot_False",107,1158
"CP_Not_Sure",2418,5747
"design",38,0.12
"G_Pilot_True",233,175
"G_Pilot_False",52,603
"G_Not_Sure",3255,5682
"CP_Pilot_True",396,302
"CP_Pilot_False",157,1266
"CP_Not_Sure",2987,4892
"design",46,0.12
"G_Pilot_True",43,73
"G_Pilot_False",43,621
"G_Not_Sure",2098,7122
"CP_Pilot_True",104,209
"CP_Pilot_False",60,1048
"CP_Not_Sure",2020,6559
"design",38,0.16
"G_Pilot_True",76,102
"G_Pilot_False",53,645
"G_Not_Sure",2415,6709
"CP_Pilot_True",185,296
"CP_Pilot_False",74,1084
"CP_Not_Sure",2285,6076
"design",42,0.16
"G_Pilot_True",111,99
"G_Pilot_False",46,622
"G_Not_Sure",2916,6206
"CP_Pilot_True",291,286
"CP_Pilot_False",92,1108
"CP_Not_Sure",2690,5533
"design",50,0.16
"G_Pilot_True",185,182
"G_Pilot_False",65,648
"G_Not_Sure",3045,5875
"CP_Pilot_True",406,404
"CP_Pilot_False",119,1158
"CP_Not_Sure",2770,5143
"design",54,0.16
"G_Pilot_True",256,202
"G_Pilot_False",83,627
"G_Not_Sure",3483,5349
"CP_Pilot_True",518,412
"CP_Pilot_False",209,1284
"CP_Not_Sure",3095,4482
"design",66,0.16
