"G_Pilot_True",87,123
"G_Pilot_False",58,297
"G_Not_Sure",2936,6499
"CP_Pilot_True",1434,2533
"CP_Pilot_False",592,2280
"CP_Not_Sure",1055,2106
"design",26,0.12
"G_Pilot_True",146,68
"G_Pilot_False",93,218
"G_Not_Sure",5150,4325
"CP_Pilot_True",2539,1589
"CP_Pilot_False",1106,1602
"CP_Not_Sure",1744,1420
"design",30,0.12
"G_Pilot_True",294,73
"G_Pilot_False",80,169
"G_Not_Sure",6341,3043
"CP_Pilot_True",3131,1070
"CP_Pilot_False",1309,1234
"CP_Not_Sure",2275,981
"design",34,0.12
"G_Pilot_True",333,70
"G_Pilot_False",121,145
"G_Not_Sure",6677,2654
"CP_Pilot_True",3202,900
"CP_Pilot_False",1614,1116
"CP_Not_Sure",2315,853
"design",38,0.12
"G_Pilot_True",519,53
"G_Pilot_False",129,122
"G_Not_Sure",7484,1693
"CP_Pilot_True",3644,518
"CP_Pilot_False",1954,856
"CP_Not_Sure",2534,494
"design",46,0.12
"G_Pilot_True",100,47
"G_Pilot_False",80,210
"G_Not_Sure",5316,4247
"CP_Pilot_True",2586,1586
"CP_Pilot_False",1111,1562
"CP_Not_Sure",1799,1356
"design",38,0.16
"G_Pilot_True",161,31
"G_Pilot_False",93,191
"G_Not_Sure",6123,3401
"CP_Pilot_True",3007,1230
"CP_Pilot_False",1311,1313
"CP_Not_Sure",2059,1080
"design",42,0.16
"G_Pilot_True",254,49
"G_Pilot_False",102,130
"G_Not_Sure",7151,2314
"CP_Pilot_True",3467,788
"CP_Pilot_False",1590,986
"CP_Not_Sure",2450,719
"design",50,0.16
"G_Pilot_True",450,57
"G_Pilot_False",90,114
"G_Not_Sure",7352,1937
"CP_Pilot_True",3634,614
"CP_Pilot_False",1731,873
"CP_Not_Sure",2527,621
"design",54,0.16
"G_Pilot_True",700,48
"G_Pilot_False",111,86
"G_Not_Sure",7920,1135
"CP_Pilot_True",3804,309
"CP_Pilot_False",2102,617
"CP_Not_Sure",2825,343
"design",66,0.16
"G_Pilot_True",57,31
"G_Pilot_False",96,237
"G_Not_Sure",5211,4368
"CP_Pilot_True",2481,1639
"CP_Pilot_False",1154,1513
"CP_Not_Sure",1729,1484
"design",44,0.2
"G_Pilot_True",88,30
"G_Pilot_False",90,182
"G_Not_Sure",6142,3468
"CP_Pilot_True",3053,1256
"CP_Pilot_False",1197,1290
"CP_Not_Sure",2070,1134
"design",50,0.2
"G_Pilot_True",181,47
"G_Pilot_False",106,129
"G_Not_Sure",6918,2619
"CP_Pilot_True",3307,871
"CP_Pilot_False",1535,1081
"CP_Not_Sure",2363,843
"design",58,0.2
"G_Pilot_True",236,31
"G_Pilot_False",98,123
"G_Not_Sure",7371,2141
"CP_Pilot_True",3423,653
"CP_Pilot_False",1750,959
"CP_Not_Sure",2532,683
"design",64,0.2
"G_Pilot_True",577,63
"G_Pilot_False",106,82
"G_Not_Sure",7892,1280
"CP_Pilot_True",3856,382
