"G_Pilot_True",3115,301
"G_Pilot_False",95,192
"G_Not_Sure",4294,2003
"CP_Pilot_True",2974,294
"CP_Pilot_False",2159,1673
"CP_Not_Sure",2371,529
"design",12,0.02
"G_Pilot_True",3215,286
"G_Pilot_False",100,170
"G_Not_Sure",4665,1564
"CP_Pilot_True",2815,268
"CP_Pilot_False",2640,1392
"CP_Not_Sure",2525,360
"design",14,0.02
"G_Pilot_True",4806,138
"G_Pilot_False",151,109
"G_Not_Sure",4117,679
"CP_Pilot_True",2628,50
"CP_Pilot_False",3734,744
"CP_Not_Sure",2712,132
"design",16,0.02
"G_Pilot_True",4876,150
"G_Pilot_False",146,123
"G_Not_Sure",3978,727
"CP_Pilot_True",2745,66
"CP_Pilot_False",3559,804
"CP_Not_Sure",2696,130
"design",16,0.02
"G_Pilot_True",6004,77
"G_Pilot_False",189,64
"G_Not_Sure",3397,269
"CP_Pilot_True",2321,7
"CP_Pilot_False",4715,370
"CP_Not_Sure",2554,33
"design",20,0.02
"G_Pilot_True",987,431
"G_Pilot_False",32,325
"G_Not_Sure",3525,4700
"CP_Pilot_True",2574,1589
"CP_Pilot_False",574,2221
"CP_Not_Sure",1396,1646
"design",12,0.04
"G_Pilot_True",990,408
"G_Pilot_False",57,300
"G_Not_Sure",3916,4329
"CP_Pilot_True",2576,1369
"CP_Pilot_False",790,2256
"CP_Not_Sure",1597,1412
"design",14,0.04
"G_Pilot_True",2022,345
"G_Pilot_False",66,271
"G_Not_Sure",4432,2864
"CP_Pilot_True",3210,713
"CP_Pilot_False",1217,1858
"CP_Not_Sure",2093,909
"design",16,0.04
"G_Pilot_True",1930,389
"G_Pilot_False",71,281
"G_Not_Sure",4449,2880
"CP_Pilot_True",3114,691
"CP_Pilot_False",1246,1919
"CP_Not_Sure",2090,940
"design",16,0.04
"G_Pilot_True",3104,294
"G_Pilot_False",89,234
"G_Not_Sure",4469,1810
"CP_Pilot_True",3266,301
"CP_Pilot_False",1987,1479
"CP_Not_Sure",2409,558
"design",20,0.04
"G_Pilot_True",365,353
"G_Pilot_False",22,347
"G_Not_Sure",2368,6545
"CP_Pilot_True",1753,2838
"CP_Pilot_False",202,2191
"CP_Not_Sure",800,2216
"design",12,0.06
"G_Pilot_True",440,305
"G_Pilot_False",46,381
"G_Not_Sure",2849,5979
"CP_Pilot_True",1923,2335
"CP_Pilot_False",360,2264
"CP_Not_Sure",1052,2066
"design",14,0.06
