"G_Pilot_True",4990,22
"G_Pilot_False",34,6
"G_Not_Sure",4835,113
"CP_Pilot_True",5269,30
"CP_Pilot_False",1495,77
"CP_Not_Sure",3095,34
"design",12,0.02
"G_Pilot_True",5081,11
"G_Pilot_False",36,2
"G_Not_Sure",4812,58
"CP_Pilot_True",5165,12
"CP_Pilot_False",1697,48
"CP_Not_Sure",3067,11
"design",14,0.02
"G_Pilot_True",7458,2
"G_Pilot_False",25,0
"G_Not_Sure",2508,7
"CP_Pilot_True",5338,1
"CP_Pilot_False",1587,7
"CP_Not_Sure",3066,1
"design",16,0.02
"G_Pilot_True",7509,1
"G_Pilot_False",12,0
"G_Not_Sure",2470,8
"CP_Pilot_True",5380,2
"CP_Pilot_False",1576,6
"CP_Not_Sure",3035,1
"design",16,0.02
"G_Pilot_True",8803,0
"G_Pilot_False",9,0
"G_Not_Sure",1188,0
"CP_Pilot_True",5415,0
"CP_Pilot_False",1556,0
"CP_Not_Sure",3029,0
"design",20,0.02
"G_Pilot_True",1545,192
"G_Pilot_False",55,76
"G_Not_Sure",5989,2143
"CP_Pilot_True",4470,892
"CP_Pilot_False",825,754
"CP_Not_Sure",2294,765
"design",12,0.04
"G_Pilot_True",1642,152
"G_Pilot_False",73,72
"G_Not_Sure",6525,1536
"CP_Pilot_True",4487,592
"CP_Pilot_False",1180,623
"CP_Not_Sure",2573,545
"design",14,0.04
"G_Pilot_True",3241,79
"G_Pilot_False",50,27
"G_Not_Sure",6090,513
"CP_Pilot_True",5262,171
"CP_Pilot_False",1288,250
"CP_Not_Sure",2831,198
"design",16,0.04
"G_Pilot_True",3192,65
"G_Pilot_False",48,36
"G_Not_Sure",6156,503
"CP_Pilot_True",5340,140
"CP_Pilot_False",1308,303
"CP_Not_Sure",2748,161
"design",16,0.04
"G_Pilot_True",4811,20
"G_Pilot_False",38,6
"G_Not_Sure",5011,114
"CP_Pilot_True",5344,27
"CP_Pilot_False",1528,80
"CP_Not_Sure",2988,33
"design",20,0.04
"G_Pilot_True",574,281
"G_Pilot_False",58,166
"G_Not_Sure",3947,4974
"CP_Pilot_True",2929,2454
"CP_Pilot_False",327,1219
"CP_Not_Sure",1323,1748
"design",12,0.06
"G_Pilot_True",578,222
"G_Pilot_False",55,148
"G_Not_Sure",4774,4223
"CP_Pilot_True",3155,1984
"CP_Pilot_False",607,1194
"CP_Not_Sure",1645,1415
"design",14,0.06
