"G_Pilot_True",4498,91
"G_Pilot_False",52,39
"G_Not_Sure",4880,440
"CP_Pilot_True",4599,103
"CP_Pilot_False",1836,341
"CP_Not_Sure",2995,126
"design",12,0.02
"G_Pilot_True",4583,45
"G_Pilot_False",65,27
"G_Not_Sure",4984,296
"CP_Pilot_True",4473,65
"CP_Pilot_False",2120,232
"CP_Not_Sure",3039,71
"design",14,0.02
"G_Pilot_True",6743,20
"G_Pilot_False",54,11
"G_Not_Sure",3105,67
"CP_Pilot_True",4577,6
"CP_Pilot_False",2239,77
"CP_Not_Sure",3086,15
"design",16,0.02
"G_Pilot_True",6806,19
"G_Pilot_False",43,8
"G_Not_Sure",3066,58
"CP_Pilot_True",4549,7
"CP_Pilot_False",2330,65
"CP_Not_Sure",3036,13
"design",16,0.02
"G_Pilot_True",8117,5
"G_Pilot_False",43,2
"G_Not_Sure",1827,6
"CP_Pilot_True",4403,1
"CP_Pilot_False",2522,8
"CP_Not_Sure",3062,4
"design",20,0.02
"G_Pilot_True",1440,300
"G_Pilot_False",42,132
"G_Not_Sure",5204,2882
"CP_Pilot_True",3928,1089
"CP_Pilot_False",733,1158
"CP_Not_Sure",2025,1067
"design",12,0.04
"G_Pilot_True",1499,247
"G_Pilot_False",64,110
"G_Not_Sure",5790,2290
"CP_Pilot_True",4015,888
"CP_Pilot_False",1061,990
"CP_Not_Sure",2277,769
"design",14,0.04
"G_Pilot_True",2829,169
"G_Pilot_False",62,57
"G_Not_Sure",5760,1123
"CP_Pilot_True",4600,345
"CP_Pilot_False",1342,633
"CP_Not_Sure",2709,371
"design",16,0.04
"G_Pilot_True",2707,156
"G_Pilot_False",69,71
"G_Not_Sure",5853,1144
"CP_Pilot_True",4541,310
"CP_Pilot_False",1383,669
"CP_Not_Sure",2705,392
"design",16,0.04
"G_Pilot_True",4411,83
"G_Pilot_False",60,45
"G_Not_Sure",4912,489
"CP_Pilot_True",4761,97
"CP_Pilot_False",1680,380
"CP_Not_Sure",2942,140
"design",20,0.04
"G_Pilot_True",513,313
"G_Pilot_False",30,203
"G_Not_Sure",3485,5456
"CP_Pilot_True",2564,2551
"CP_Pilot_False",274,1572
"CP_Not_Sure",1190,1849
"design",12,0.06
"G_Pilot_True",575,261
"G_Pilot_False",39,193
"G_Not_Sure",4132,4800
"CP_Pilot_True",2799,2037
"CP_Pilot_False",506,1492
"CP_Not_Sure",1441,1725
"design",14,0.06
"G_Pilot_True",1128,231
"G_Pilot_False",44,143
"G_Not_Sure",5611,2843
"CP_Pilot_True",4049,1147
"CP_Pilot_False",762,1092
"CP_Not_Sure",1972,978
"design",16,0.06
"G_Pilot_True",1166,238
"G_Pilot_False",66,129
"G_Not_Sure",5530,2871
"CP_Pilot_True",3999,1131
"CP_Pilot_False",758,1058
"CP_Not_Sure",2005,1049
"design",16,0.06
"G_Pilot_True",2037,150
"G_Pilot_False",48,96
"G_Not_Sure",6094,1575
"CP_Pilot_True",4476,488
